module	dlib	state	tk5_rmid	ce_rmid	bytes_tk5	bytes_ce	bytes_equal	v_tk5	v_ce	sect_tk5	sect_ce	diff_tk5	diff_ce	len_tk5	len_ce
IEWFTMIN	AOSC2	same	EPM1102	EPM1102	1533	1533	Y	differs	differs	2	2	4	4	N	N
IEWSWOVR	ALPALIB	rmid-differs	UZ63912	UZ27442	1726	1631	N	differs	differs	1	1	0	0	Y	Y
IEZDCODE	AOSB3	same	EBB1102	EBB1102	733	733	Y	differs	differs	1	1	0	0	Y	Y
IEZNCODE	AOSB3	same	EBB1102	EBB1102	765	765	Y	differs	differs	1	1	0	0	Y	Y
IFCCRNDR	AOSCD	same	EER1400	EER1400	11981	11981	Y	identical	identical	1	1	0	0	N	N
IFCE0145	AOSCD	same	EER1400	EER1400	11910	11910	Y	differs	differs	1	1	0	0	Y	Y
IFCE0155	AOSCD	same	EER1400	EER1400	3102	3102	Y	differs	differs	1	1	0	0	Y	Y
IFCE2860	AOSCD	same	EER1400	EER1400	7154	7154	Y	differs	differs	1	1	0	0	Y	Y
IFCE2870	AOSCD	same	EER1400	EER1400	7186	7186	Y	differs	differs	1	1	0	0	Y	Y
IFCEA165	AOSCD	same	EER1400	EER1400	8242	8242	Y	identical	identical	1	1	0	0	N	N
IFCEAEXX	AOSCD	same	EER1400	EER1400	6458	6458	Y	identical	identical	1	1	0	0	N	N
IFCEB155	AOSCD	same	EER1400	EER1400	1710	1710	Y	identical	identical	1	1	0	0	N	N
IFCEB165	AOSCD	same	EER1400	EER1400	8706	8706	Y	identical	identical	1	1	0	0	N	N
IFCEC155	AOSCD	same	EER1400	EER1400	1726	1726	Y	identical	identical	1	1	0	0	N	N
IFCECHAR	AOSCD	same	EER1400	EER1400	2878	2878	Y	identical	identical	1	1	0	0	N	N
IFCED165	AOSCD	same	EER1400	EER1400	8970	8970	Y	identical	identical	1	1	0	0	N	N
IFCEDDR0	AOSCD	same	EER1400	EER1400	1566	1566	Y	differs	differs	1	1	0	0	Y	Y
IFCEDPA	AOSCD	same	EER1400	EER1400	2894	2894	Y	identical	identical	1	1	0	0	N	N
IFCEE155	AOSCD	same	EER1400	EER1400	3510	3510	Y	differs	differs	1	1	0	0	Y	Y
IFCEE165	AOSCD	same	EER1400	EER1400	7618	7618	Y	identical	identical	1	1	0	0	N	N
IFCEF165	AOSCD	same	EER1400	EER1400	9546	9546	Y	identical	identical	1	1	0	0	N	N
IFCEI135	AOSCD	same	EER1400	EER1400	7490	7490	Y	differs	differs	1	1	0	0	Y	Y
IFCEI155	AOSCD	same	EER1400	EER1400	7082	7082	Y	differs	differs	1	1	0	0	Y	Y
IFCEIPL0	AOSCD	same	EER1400	EER1400	2614	2614	Y	differs	differs	1	1	0	0	Y	Y
IFCEJ145	AOSCD	same	EER1400	EER1400	3426	3426	Y	differs	differs	1	1	0	0	Y	Y
IFCELEX1	AOSCD	same	EER1400	EER1400	8462	8462	Y	identical	identical	1	1	0	0	N	N
IFCEMAD1	AOSCD	same	EER1400	EER1400	3822	3822	Y	differs	differs	1	1	0	0	Y	Y
IFCEMER0	AOSCD	same	EER1400	EER1400	1358	1358	Y	identical	identical	1	1	0	0	N	N
IFCEMER1	AOSCD	same	EER1400	EER1400	2590	2590	Y	identical	identical	1	1	0	0	N	N
IFCEMER2	AOSCD	same	EER1400	EER1400	2662	2662	Y	identical	identical	1	1	0	0	N	N
IFCEMER3	AOSCD	same	EER1400	EER1400	1830	1830	Y	identical	identical	1	1	0	0	N	N
IFCEMER5	AOSCD	same	EER1400	EER1400	3118	3118	Y	identical	identical	1	1	0	0	N	N
IFCENAGO	AOSCD	same	EER1400	EER1400	5626	5626	Y	identical	identical	1	1	0	0	N	N
IFCERFMT	AOSC5	same	EER1400	EER1400	3905	3905	Y	differs	differs	1	1	0	0	Y	Y
IFCESOFT	AOSCD	same	EER1400	EER1400	5262	5262	Y	differs	differs	1	1	0	0	Y	Y
IFCET002	AOSCD	same	EER1400	EER1400	3102	3102	Y	differs	differs	1	1	0	0	Y	Y
IFCET004	AOSCD	same	EER1400	EER1400	1886	1886	Y	differs	differs	1	1	0	0	Y	Y
IFCET005	AOSCD	same	EER1400	EER1400	1110	1110	Y	differs	differs	1	1	0	0	Y	Y
IFCET006	AOSCD	same	EER1400	EER1400	1358	1358	Y	differs	differs	1	1	0	0	Y	Y
IFCET00B	AOSCD	same	EER1400	EER1400	1054	1054	Y	differs	differs	1	1	0	0	Y	Y
IFCETRN1	AOSCD	same	EER1400	EER1400	2754	2754	Y	identical	identical	1	1	0	0	N	N
IFCETRN2	AOSCD	same	EER1400	EER1400	1122	1122	Y	identical	identical	1	1	0	0	N	N
IFCETRN4	AOSCD	same	EER1400	EER1400	1806	1806	Y	differs	differs	1	1	0	0	Y	Y
IFCETRN8	AOSCD	same	EER1400	EER1400	1622	1622	Y	identical	identical	1	1	0	0	N	N
IFCETUL1	AOSCD	same	EER1400	EER1400	12062	12062	Y	identical	identical	1	1	0	0	N	N
IFCEUKNO	AOSCD	same	EER1400	EER1400	2110	2110	Y	differs	differs	1	1	0	0	Y	Y
IFCEWHT1	AOSCD	same	EER1400	EER1400	1118	1118	Y	identical	identical	1	1	0	0	N	N
IFCEWIN1	AOSCD	same	EER1400	EER1400	3646	3646	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX0	AOSCD	same	EER1400	EER1400	3590	3590	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX1	AOSCD	same	EER1400	EER1400	3174	3174	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX2	AOSCD	same	EER1400	EER1400	3322	3322	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX3	AOSCD	same	EER1400	EER1400	3994	3994	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX4	AOSCD	same	EER1400	EER1400	3902	3902	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX5	AOSCD	same	EER1400	EER1400	3390	3390	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX6	AOSCD	same	EER1400	EER1400	3558	3558	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX7	AOSCD	same	EER1400	EER1400	3826	3826	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX8	AOSCD	same	EER1400	EER1400	3794	3794	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXX9	AOSCD	same	EER1400	EER1400	4434	4434	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXXA	AOSCD	same	EER1400	EER1400	8054	8054	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXXB	AOSCD	same	EER1400	EER1400	6102	6102	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXXD	AOSCD	same	EER1400	EER1400	5014	5014	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXXE	AOSCD	same	EER1400	EER1400	3646	3646	Y	differs	differs	1	1	0	0	Y	Y
IFCEXXXX	AOSCD	same	EER1400	EER1400	3766	3766	Y	differs	differs	1	1	0	0	Y	Y
IFCFMTIO	AOSC5	same	EER1400	EER1400	1617	1617	Y	differs	differs	1	1	0	0	Y	Y
IFCFRAMS	AOSCD	same	EER1400	EER1400	3681	3681	Y	identical	identical	1	1	0	0	N	N
IFCRFLO1	AOSCD	same	EER1400	EER1400	14561	14561	Y	identical	identical	1	1	0	0	N	N
IFCS0135	AOSCD	same	EER1400	EER1400	838	838	Y	identical	identical	1	1	0	0	N	N
IFCS0145	AOSCD	same	EER1400	EER1400	4718	4718	Y	identical	identical	1	1	0	0	N	N
IFCS0155	AOSCD	same	EER1400	EER1400	1182	1182	Y	identical	identical	1	1	0	0	N	N
IFCS0165	AOSCD	same	EER1400	EER1400	8106	8106	Y	differs	differs	1	1	0	0	Y	Y
IFCS2860	AOSCD	same	EER1400	EER1400	3114	3114	Y	identical	identical	1	1	0	0	N	N
IFCS2870	AOSCD	same	EER1400	EER1400	3162	3162	Y	identical	identical	1	1	0	0	N	N
IFCS2880	AOSCD	same	EER1400	EER1400	3210	3210	Y	identical	identical	1	1	0	0	N	N
IFCS3031	AOSCD	same	EER1400	EER1400	15429	15429	Y	identical	identical	1	1	0	0	N	N
IFCS3032	AOSCD	same	EER1400	EER1400	15109	15109	Y	identical	identical	1	1	0	0	N	N
IFCS3033	AOSCD	same	EER1400	EER1400	14577	14577	Y	identical	identical	1	1	0	0	N	N
IFCSAEXX	AOSCD	same	EER1400	EER1400	5558	5558	Y	identical	identical	1	1	0	0	N	N
IFCSAXXX	AOSCD	same	EER1400	EER1400	4226	4226	Y	differs	differs	1	1	0	0	Y	Y
IFCSCHAR	AOSCD	same	EER1400	EER1400	4238	4238	Y	differs	differs	1	1	1	1	N	N
IFCSCRND	AOSCD	same	EER1400	EER1400	14961	14961	Y	identical	identical	1	1	0	0	N	N
IFCSCRXX	AOSCD	same	EER1400	EER1400	826	826	Y	identical	identical	1	1	0	0	N	N
IFCSDICH	AOSCD	same	EER1400	EER1400	16453	16453	Y	identical	identical	1	1	0	0	N	N
IFCSI145	AOSCD	same	EER1400	EER1400	5914	5914	Y	differs	differs	1	1	0	0	Y	Y
IFCSI155	AOSCD	same	EER1400	EER1400	1842	1842	Y	identical	identical	1	1	0	0	N	N
IFCSIPL0	AOSCD	same	EER1400	EER1400	2250	2250	Y	identical	identical	1	1	0	0	N	N
IFCSNAGO	AOSCD	same	EER1400	EER1400	6042	6042	Y	identical	identical	1	1	0	0	N	N
IFCST003	AOSCD	same	EER1400	EER1400	2302	2302	Y	identical	identical	1	1	0	0	N	N
IFCST005	AOSCD	same	EER1400	EER1400	2330	2330	Y	differs	differs	1	1	0	0	Y	Y
IFCST006	AOSCD	same	EER1400	EER1400	1906	1906	Y	identical	identical	1	1	0	0	N	N
IFCST008	AOSCD	same	EER1400	EER1400	6482	6482	Y	differs	differs	1	1	0	0	Y	Y
IFCST00B	AOSCD	same	EER1400	EER1400	1310	1310	Y	identical	identical	1	1	0	0	N	N
IFCSUKNO	AOSCD	same	EER1400	EER1400	1646	1646	Y	identical	identical	1	1	0	0	N	N
IFCSXXX0	AOSCD	same	EER1400	EER1400	2686	2686	Y	identical	identical	1	1	0	0	N	N
IFCSXXX1	AOSCD	same	EER1400	EER1400	3006	3006	Y	identical	identical	1	1	0	0	N	N
IFCSXXX2	AOSCD	same	EER1400	EER1400	3042	3042	Y	identical	identical	1	1	0	0	N	N
IFCSXXX3	AOSCD	same	EER1400	EER1400	3738	3738	Y	identical	identical	1	1	0	0	N	N
IFCSXXX4	AOSCD	same	EER1400	EER1400	4950	4950	Y	identical	identical	1	1	0	0	N	N
IFCSXXX5	AOSCD	same	EER1400	EER1400	3654	3654	Y	identical	identical	1	1	0	0	N	N
IFCSXXX6	AOSCD	same	EER1400	EER1400	3646	3646	Y	identical	identical	1	1	0	0	N	N
IFCSXXX7	AOSCD	same	EER1400	EER1400	3546	3546	Y	differs	differs	1	1	0	0	Y	Y
IFCSXXX8	AOSCD	same	EER1400	EER1400	3642	3642	Y	identical	identical	1	1	0	0	N	N
IFCSXXX9	AOSCD	same	EER1400	EER1400	5498	5498	Y	differs	differs	1	1	0	0	Y	Y
IFCSXXXA	AOSCD	same	EER1400	EER1400	9542	9542	Y	differs	differs	1	1	0	0	Y	Y
IFCSXXXE	AOSCD	same	EER1400	EER1400	3990	3990	Y	differs	differs	1	1	0	0	Y	Y
IFCSXXXG	AOSCD	same	EER1400	EER1400	1302	1302	Y	identical	identical	1	1	0	0	N	N
IFCSXXXX	AOSCD	same	EER1400	EER1400	3654	3654	Y	differs	differs	1	1	0	0	Y	Y
IFCSYMCD	AOSCD	same	EER1400	EER1400	657	657	Y	differs	differs	1	1	2	2	N	N
IFCT1107	AOSCD	same	EER1400	EER1400	5037	5037	Y	identical	identical	1	1	0	0	N	N
IFCT1204	AOSCD	same	EER1400	EER1400	4265	4265	Y	identical	identical	1	1	0	0	N	N
IFCT1307	AOSCD	same	EER1400	EER1400	2213	2213	Y	identical	identical	1	1	0	0	N	N
IFCT2104	AOSCD	same	EER1400	EER1400	4101	4101	Y	identical	identical	1	1	0	0	N	N
IFCT2204	AOSCD	same	EER1400	EER1400	3617	3617	Y	identical	identical	1	1	0	0	N	N
IFCT2305	AOSCD	same	EER1400	EER1400	3509	3509	Y	identical	identical	1	1	0	0	N	N
IFCT3102	AOSCD	same	EER1400	EER1400	6273	6273	Y	identical	identical	1	1	0	0	N	N
IFCT3204	AOSCD	same	EER1400	EER1400	5045	5045	Y	identical	identical	1	1	0	0	N	N
IFCTA105	AOSCD	same	EER1400	EER1400	6145	6145	Y	identical	identical	1	1	0	0	N	N
IFCTA201	AOSCD	same	EER1400	EER1400	5217	5217	Y	identical	identical	1	1	0	0	N	N
IFCTA301	AOSCD	same	EER1400	EER1400	3965	3965	Y	identical	identical	1	1	0	0	N	N
IFCTABLE	AOSCD	same	EER1400	EER1400	4098	4098	Y	identical	identical	1	1	0	0	N	N
IFCTB105	AOSCD	same	EER1400	EER1400	6145	6145	Y	identical	identical	1	1	0	0	N	N
IFCTB205	AOSCD	same	EER1400	EER1400	6001	6001	Y	identical	identical	1	1	0	0	N	N
IFCTB305	AOSCD	same	EER1400	EER1400	4785	4785	Y	identical	identical	1	1	0	0	N	N
IFCTB405	AOSCD	same	EER1400	EER1400	2537	2537	Y	identical	identical	1	1	0	0	N	N
IFCTC104	AOSCD	same	EER1400	EER1400	6145	6145	Y	identical	identical	1	1	0	0	N	N
IFCTC201	AOSCD	same	EER1400	EER1400	6001	6001	Y	identical	identical	1	1	0	0	N	N
IFCTC205	AOSCD	same	EER1400	EER1400	5265	5265	Y	identical	identical	1	1	0	0	N	N
IFCTC301	AOSCD	same	EER1400	EER1400	4785	4785	Y	identical	identical	1	1	0	0	N	N
IFCTC305	AOSCD	same	EER1400	EER1400	3965	3965	Y	identical	identical	1	1	0	0	N	N
IFCTC401	AOSCD	same	EER1400	EER1400	2537	2537	Y	identical	identical	1	1	0	0	N	N
IFDMSG00	AOS06	same	UZ59401	UZ59401	2993	2993	Y	identical	identical	1	1	0	0	N	N
IFDMSG03	AOS06	same	UZ59401	UZ59401	1441	1441	Y	differs	differs	1	1	41	41	N	N
IFDMSG04	AOS06	same	EBB1102	EBB1102	597	597	Y	differs	differs	1	1	4	4	N	N
IFDMSG05	AOS06	same	EBB1102	EBB1102	465	465	Y	differs	differs	1	1	2	2	N	N
IFDMSG06	AOS06	same	EBB1102	EBB1102	445	445	Y	differs	differs	1	1	9	9	N	N
IFDMSG07	AOS06	same	EBB1102	EBB1102	885	885	Y	differs	differs	1	1	25	25	N	N
IFDMSG08	AOS06	same	EBB1102	EBB1102	429	429	Y	differs	differs	1	1	5	5	N	N
IFDMSG13	AOS06	same	EBB1102	EBB1102	545	545	Y	differs	differs	1	1	3	3	N	N
IFDMSG22	AOS06	same	EBB1102	EBB1102	681	681	Y	differs	differs	1	1	2	2	N	N
IFDMSG31	AOS06	same	EBB1102	EBB1102	1061	1061	Y	differs	differs	1	1	16	16	N	N
IFDMSG32	AOS06	same	EBB1102	EBB1102	549	549	Y	differs	differs	1	1	7	7	N	N
IFDMSG33	AOS06	same	EBB1102	EBB1102	825	825	Y	differs	differs	1	1	10	10	N	N
IFDMSG37	AOS06	same	EBB1102	EBB1102	545	545	Y	differs	differs	1	1	2	2	N	N
IFDMSG38	AOS06	same	EBB1102	EBB1102	489	489	Y	differs	differs	1	1	2	2	N	N
IFDMSG50	AOS06	same	EBB1102	EBB1102	2509	2509	Y	differs	differs	1	1	6	6	N	N
IFDMSG53	AOS06	same	UZ59401	UZ59401	733	733	Y	differs	differs	1	1	22	22	N	N
IFDMSG54	AOS06	same	EBB1102	EBB1102	685	685	Y	differs	differs	1	1	14	14	N	N
IFDMSG56	AOS06	same	EBB1102	EBB1102	637	637	Y	differs	differs	1	1	17	17	N	N
IFDMSG61	AOS06	same	EBB1102	EBB1102	737	737	Y	differs	differs	1	1	8	8	N	N
IFDMSG73	AOS06	same	EBB1102	EBB1102	973	973	Y	differs	differs	1	1	17	17	N	N
IFDMSG74	AOS06	same	EBB1102	EBB1102	421	421	Y	differs	differs	1	1	1	1	N	N
IFDMSGAJ	AOS06	same	EBB1102	EBB1102	1089	1089	Y	differs	differs	1	1	7	7	N	N
IFDOLT0A	AOS06	same	UZ31173	UZ31173	430	430	Y	identical	identical	1	1	0	0	N	N
IFDOLT10	AOS06	same	EBB1102	EBB1102	605	605	Y	differs	differs	1	1	10	10	N	N
IFDOLT11	AOS06	same	EBB1102	EBB1102	525	525	Y	differs	differs	1	1	10	10	N	N
IFDOLT23	AOS06	same	EBB1102	EBB1102	4361	4361	Y	differs	differs	1	1	2	2	N	N
IFDOLT41	AOS06	same	EBB1102	EBB1102	645	645	Y	differs	differs	1	1	10	10	N	N
IFDOLT46	AOS06	same	UZ64446	UZ64446	2382	2382	Y	differs	differs	1	1	143	143	N	N
IFDOLT59	AOS06	same	EBB1102	EBB1102	421	421	Y	differs	differs	1	1	6	6	N	N
IFDOLTAA	AOS06	same	EBB1102	EBB1102	701	701	Y	differs	differs	1	1	10	10	N	N
IFDOLTAB	AOS06	same	EBB1102	EBB1102	525	525	Y	differs	differs	1	1	10	10	N	N
IFFABA	AOSG0	rmid-differs	UZ51149	UZ57991	622	614	N	identical	differs	1	1	0	0	N	Y
IFFAHA11	AOS07	same	UZ90085	UZ90085	1358	1358	Y	differs	differs	2	2	0	0	Y	Y
IFFAHA12	AOS07	same	UZ90085	UZ90085	1850	1850	Y	differs	differs	1	1	11	11	N	N
IFFAHA16	AOS07	same	UZ28975	UZ28975	3762	3762	Y	identical	identical	1	1	0	0	N	N
IFFAJA01	AOS07	same	EGS1102	EGS1102	637	637	Y	identical	identical	1	1	0	0	N	N
IFFANA	AOSG0	same	EGA1102	EGA1102	1005	1005	Y	differs	differs	2	2	4	4	N	N
IFFCAN01	AOSG0	rmid-differs	UZ51149	UZ31164	3050	2970	N	differs	differs	1	1	0	0	Y	Y
IFFCAN02	AOSG0	same	UZ52993	UZ52993	2726	2726	Y	differs	differs	1	1	0	0	Y	Y
IFFCAN03	AOSG0	same	EGA1102	EGA1102	397	397	Y	identical	identical	1	1	0	0	N	N
IFFPAAST	AOSG0	same	EGA1102	EGA1102	749	749	Y	differs	differs	1	1	1	1	N	N
IFFPBAPR	AOSG0	same	EGA1102	EGA1102	1469	1469	Y	identical	identical	1	1	0	0	N	N
IFFPCAAR	AOSG0	same	EGA1102	EGA1102	2653	2653	Y	differs	differs	1	1	2	2	N	N
IFFPDAPL	AOSG0	same	EGA1102	EGA1102	3565	3565	Y	identical	identical	1	1	0	0	N	N
IFFPEAGR	AOSG0	same	EGA1102	EGA1102	1669	1669	Y	identical	identical	1	1	0	0	N	N
IFFPFAVA	AOSG0	same	EGA1102	EGA1102	3125	3125	Y	differs	differs	1	1	4	4	N	N
IFFPGAVP	AOSG0	same	EGA1102	EGA1102	3077	3077	Y	identical	identical	1	1	0	0	N	N
IFFPHALA	AOSG0	same	EGA1102	EGA1102	2045	2045	Y	identical	identical	1	1	0	0	N	N
IFFPIAPG	AOSG0	same	EGA1102	EGA1102	4213	4213	Y	differs	differs	1	1	4	4	N	N
IFFPJAPV	AOSG0	same	EGA1102	EGA1102	3733	3733	Y	differs	differs	1	1	1507	1507	N	N
IFFPLARE	AOSG0	same	EGA1102	EGA1102	1317	1317	Y	identical	identical	1	1	0	0	N	N
IFFPPASG	AOSG0	same	EGA1102	EGA1102	1093	1093	Y	identical	identical	1	1	0	0	N	N
IFG0559C	AOSD0	same	EDM1102	EDM1102	1785	1785	Y	identical	identical	1	1	0	0	N	N
IFG0EX0A	AOSD0	same	EDM1102	EDM1102	341	341	Y	identical	identical	1	1	0	0	N	N
IFHSTATR	AOSU0	same	EUT1102	EUT1102	2229	2229	Y	differs	differs	1	1	140	140	N	N
IFNX5F	AOS03	same	EAS1102	EAS1102	2022	2022	Y	differs	differs	1	1	9	9	N	N
IFNX5V	AOS03	same	EAS1102	EAS1102	2210	2210	Y	differs	differs	1	1	9	9	N	N
IFNX6C	AOS03	same	EAS1102	EAS1102	10718	10718	Y	differs	differs	1	1	2052	2052	N	N
IFOX0B	AOS03	same	EAS1102	EAS1102	2110	2110	Y	differs	differs	1	1	9	9	N	N
IFOX0C	AOS03	rmid-differs	UZ57269	EAS1102	2198	2186	N	differs	differs	1	1	9	14	N	N
IFOX0E	AOS03	same	EAS1102	EAS1102	774	774	Y	differs	differs	1	1	8	8	N	N
IFOX0F	AOS03	same	UZ32460	UZ32460	1237	1237	Y	differs	differs	1	1	0	0	Y	Y
IFOX0G	AOS03	same	EAS1102	EAS1102	1022	1022	Y	differs	differs	1	1	13	13	N	N
IFOX0H	AOS03	rmid-differs	UZ58330	EAS1102	1434	1422	N	differs	differs	1	1	11	86	N	N
IFOX0J	AOS03	same	EAS1102	EAS1102	378	378	Y	identical	identical	1	1	0	0	N	N
IGC0001G	ALPALIB	same	EBB1102	EBB1102	810	810	Y	differs	differs	1	1	13	13	N	N
IGC0002D	AOSD0	rmid-differs	UZ73568	UZ55548	1522	1498	N	differs	differs	1	1	0	0	Y	Y
IGC0002E	AOSD0	rmid-differs	UZ61346	UZ37211	1818	1818	N	differs	differs	1	1	0	0	Y	Y
IGC0002F	AOSD0	rmid-differs	UZ77659	UZ55818	4733	4533	N	differs	differs	1	1	0	0	Y	Y
IGC0003I	AOSU0	same	EUT1102	EUT1102	1357	1357	Y	identical	identical	1	1	0	0	N	N
IGC0005D	AOSD8	same	UZ24449	UZ24449	887	887	Y	identical	identical	1	1	0	0	N	N
IGC0006H	AOSD0	same	EDM1102	EDM1102	1490	1490	Y	differs	differs	1	1	0	0	Y	Y
IGC0006I	AOSD0	rmid-differs	UZ67535	UZ35213	1646	1622	N	differs	differs	1	1	0	0	Y	Y
IGC0007A	AOSG0	rmid-differs	UZ70235	UZ56893	4098	4026	N	differs	differs	1	1	0	0	Y	Y
IGC0007C	AOSG0	rmid-differs	UZ60117	UZ31164	1150	1142	N	differs	differs	1	1	0	0	Y	Y
IGC0007D	AOSG0	same	UZ31164	UZ31164	1238	1238	Y	differs	differs	1	1	0	0	Y	Y
IGC0007E	AOSG0	same	UZ35659	UZ35659	1062	1062	Y	differs	differs	1	1	0	0	Y	Y
IGC0008A	AOSD0	rmid-differs	UZ46194	UZ37464	2734	2566	N	differs	differs	1	1	0	0	Y	Y
IGC0008E	AOSCE	same	EBB1102	EBB1102	569	569	Y	differs	differs	1	1	3	3	N	N
IGC0008F	AOSU0	same	UZ33208	UZ33208	1521	1521	Y	differs	differs	1	1	0	0	Y	Y
IGC0008H	AOSC5	same	UZ60084	UZ60084	838	838	Y	differs	differs	1	1	0	0	Y	Y
IGC0009C	AOST3	same	UZ56850	UZ56850	990	990	Y	differs	differs	1	1	0	0	Y	Y
IGC0009H	AOSD0	rmid-differs	UZ69430	UZ35595	1986	1914	N	differs	differs	1	1	0	0	Y	Y
IGC0010D	AOS21	same	UZ31811	UZ31811	2066	2066	Y	differs	differs	1	1	0	0	Y	Y
IGC0012F	AOSD0	rmid-differs	UY06637	UZ54214	10993	10153	N	differs	differs	1	1	0	0	Y	Y
IGC0106F	AOS20	rmid-differs	UZ77326	EBT1102	1214	1181	N	differs	identical	1	1	3	0	N	N
IGC0106H	AOSD0	rmid-differs	UZ71628	UZ90039	1110	1063	N	differs	differs	1	1	0	0	Y	Y
IGC0107C	AOSG0	same	EGA1102	EGA1102	813	813	Y	differs	differs	1	1	9	9	N	N
IGC0107D	AOSG0	same	EGA1102	EGA1102	1165	1165	Y	differs	differs	1	1	13	13	N	N
IGC0109H	AOSD0	same	UZ32133	UZ32133	1723	1723	Y	differs	differs	1	1	0	0	Y	Y
IGC0110D	AOS21	same	UZ27745	UZ27745	1570	1570	Y	differs	differs	1	1	0	0	Y	Y
IGC0112F	AOSD0	same	UZ56085	UZ56085	2821	2821	Y	differs	differs	1	1	0	0	Y	Y
IGC0203E	AOSB3	rmid-differs	UY13810	UZ66596	1969	1945	N	differs	differs	1	1	0	0	Y	Y
IGC0206F	AOS20	rmid-differs	UZ77326	EBT1102	1182	1149	N	identical	differs	1	1	0	1	N	N
IGC0206H	AOSD0	same	EDM1102	EDM1102	877	877	Y	differs	differs	1	1	0	0	Y	Y
IGC0207A	AOSG0	same	EGA1102	EGA1102	1397	1397	Y	differs	differs	1	1	12	12	N	N
IGC0209H	AOSD0	rmid-differs	UZ59657	UZ31625	1698	1659	N	differs	differs	1	1	0	0	Y	Y
IGC0210D	AOS21	same	UZ27745	UZ27745	2201	2201	Y	differs	differs	1	1	0	0	Y	Y
IGC0306F	AOS20	rmid-differs	UZ77326	EBT1102	1286	1253	N	differs	differs	1	1	3	2	N	N
IGC0306H	AOSD0	same	EDM1102	EDM1102	1010	1010	Y	differs	differs	1	1	0	0	Y	Y
IGC0308B	AOSU0	same	EDS1102	EDS1102	954	954	Y	identical	identical	1	1	0	0	N	N
IGC0310D	AOS21	same	UZ29740	UZ29740	1498	1498	Y	differs	differs	1	1	0	0	Y	Y
IGC0406F	AOS20	rmid-differs	UZ77326	EBT1102	1238	1205	N	differs	differs	1	1	6	3	N	N
IGC0406H	AOSD0	rmid-differs	UZ57182	EDM1102	1030	986	N	differs	differs	1	1	0	0	Y	Y
IGC0408B	AOSU0	same	EMS1102	EMS1102	1661	1661	Y	differs	differs	1	1	272	272	N	N
IGC0410D	AOS21	same	UZ27745	UZ27745	1358	1358	Y	differs	differs	1	1	0	0	Y	Y
IGC0506C	AOSC6	same	UZ30520	UZ30520	1631	1631	Y	differs	differs	1	1	0	0	Y	Y
IGC0506F	AOS20	same	UZ25095	UZ25095	1318	1318	Y	differs	differs	1	1	0	0	Y	Y
IGC0506H	AOSD0	same	EDM1102	EDM1102	741	741	Y	differs	differs	1	1	0	0	Y	Y
IGC0508B	AOSU0	same	UZ24304	UZ24304	2233	2233	Y	identical	identical	1	1	0	0	N	N
IGC0510D	AOS21	same	UZ29740	UZ29740	1474	1474	Y	differs	differs	1	1	0	0	Y	Y
IGC0606F	AOS20	rmid-differs	UZ77326	EBT1102	854	821	N	differs	differs	1	1	1	1	N	N
IGC0606H	AOSD0	same	EDM1102	EDM1102	1109	1109	Y	differs	differs	1	1	0	0	Y	Y
IGC0610D	AOS21	same	UZ34340	UZ34340	1745	1745	Y	differs	differs	1	1	0	0	Y	Y
IGC0706F	AOS20	rmid-differs	UY15787	EBT1102	1086	1045	N	differs	identical	1	1	0	0	Y	N
IGC0706H	AOSD0	same	UZ27678	UZ27678	927	927	Y	differs	differs	1	1	0	0	Y	Y
IGC0710D	AOS21	same	UZ30024	UZ30024	1970	1970	Y	differs	differs	1	1	0	0	Y	Y
IGC0806F	AOS20	rmid-differs	UY15787	EBT1102	1310	1277	N	differs	differs	1	1	442	1	N	N
IGC0806H	AOSD0	same	UZ90039	UZ90039	759	759	Y	differs	differs	1	1	0	0	Y	Y
IGC0810D	AOS21	same	UZ27745	UZ27745	1466	1466	Y	differs	differs	1	1	0	0	Y	Y
IGC084	AOSG0	same	UZ31164	UZ31164	566	566	Y	differs	differs	1	1	2	2	N	N
IGC0906F	AOS20	rmid-differs	UZ77326	EBT1102	1150	1117	N	differs	differs	1	1	3	1	N	N
IGC0906H	AOSD0	rmid-differs	UZ63727	EDM1102	1246	1221	N	differs	differs	1	1	0	0	Y	Y
IGC0910D	AOS21	same	UZ27745	UZ27745	1374	1374	Y	differs	differs	1	1	0	0	Y	Y
IGC0A06F	AOS20	rmid-differs	UZ77326	EBT1102	1150	1117	N	differs	differs	1	1	5	1	N	N
IGC0A10D	AOS21	same	UZ55744	UZ55744	3430	3430	Y	differs	differs	1	1	0	0	Y	Y
IGC0B06F	AOS20	rmid-differs	UZ77326	EBT1102	726	693	N	differs	differs	1	1	2	2	N	N
